,Team,Posicao,Club,#,Birth Date,FIFA Popular Name,#
634,Argentina,DF,Manchester United FC (ENG),16,24.10.1989,GAMBOA Cristian,16
635,Argentina,DF,Manchester United FC (ENG),16,25.10.1994,LERMA Jefferson,16
636,Argentina,DF,Manchester United FC (ENG),16,06.06.1987,CASSIO,16
637,Argentina,DF,Manchester United FC (ENG),16,29.03.1993,HAZARD Thorgan,16
638,Argentina,DF,Manchester United FC (ENG),16,16.12.1990,BEHICH Aziz,16
639,Argentina,DF,Manchester United FC (ENG),16,20.03.1990,ROJO Marcos,16
640,Argentina,DF,AS Roma (ITA),6,25.06.1997,BENTANCUR Rodrigo,6
641,Argentina,DF,AS Roma (ITA),6,19.01.1990,BEDOUI Rami,6
642,Argentina,DF,AS Roma (ITA),6,08.02.1991,LANG Michael,6
643,Argentina,DF,AS Roma (ITA),6,21.04.1994,AUGUSTINSSON Ludwig,6
644,Argentina,DF,AS Roma (ITA),6,11.05.1984,INIESTA Andres,6
645,Argentina,DF,AS Roma (ITA),6,22.02.1984,IVANOVIC Branislav,6
646,Argentina,DF,AS Roma (ITA),6,25.08.1990,SANE Salif,6
647,Argentina,DF,AS Roma (ITA),6,15.09.1992,MOHAMMED ALBURAYK,6
648,Argentina,DF,AS Roma (ITA),6,26.12.1990,CHERYSHEV Denis,6
649,Argentina,DF,AS Roma (ITA),6,22.12.1983,JOSE FONTE,6
650,Argentina,DF,AS Roma (ITA),6,21.09.1992,GORALSKI Jacek,6
651,Argentina,DF,AS Roma (ITA),6,25.08.1992,TRAUCO Miguel,6
652,Argentina,DF,AS Roma (ITA),6,29.05.1984,GOMEZ Gabriel,6
653,Argentina,DF,AS Roma (ITA),6,28.06.1988,BALOGUN Leon,6
654,Argentina,DF,AS Roma (ITA),6,26.03.1990,SAISS Romain,6
655,Argentina,DF,AS Roma (ITA),6,26.04.1990,DOS SANTOS Jonathan,6
656,Argentina,DF,AS Roma (ITA),6,16.01.1987,PARK Jooho,6
657,Argentina,DF,AS Roma (ITA),6,09.02.1993,ENDO Wataru,6
658,Argentina,DF,AS Roma (ITA),6,01.10.1996,EZATOLAHI Saeid,6
659,Argentina,DF,AS Roma (ITA),6,19.06.1986,SIGURDSSON Ragnar,6
660,Argentina,DF,AS Roma (ITA),6,04.04.1987,KHEDIRA Sami,6
661,Argentina,DF,AS Roma (ITA),6,15.03.1993,POGBA Paul,6
662,Argentina,DF,AS Roma (ITA),6,05.03.1993,MAGUIRE Harry,6
663,Argentina,DF,AS Roma (ITA),6,25.01.1991,AHMED HEGAZY,6
664,Argentina,DF,AS Roma (ITA),6,10.04.1996,CHRISTENSEN Andreas,6
665,Argentina,DF,AS Roma (ITA),6,05.07.1989,LOVREN Dejan,6
666,Argentina,DF,AS Roma (ITA),6,03.06.1989,DUARTE Oscar,6
667,Argentina,DF,AS Roma (ITA),6,06.02.1986,SANCHEZ Carlos,6
668,Argentina,DF,AS Roma (ITA),6,09.08.1985,FILIPE LUIS,6
669,Argentina,DF,AS Roma (ITA),6,12.01.1989,WITSEL Axel,6
670,Argentina,DF,AS Roma (ITA),6,08.12.1989,JURMAN Matthew,6
671,Argentina,DF,AS Roma (ITA),6,17.03.1987,FAZIO Federico,6
672,Argentina,GK,CA River Plate (ARG),12,29.05.1989,CAMPANA Martin,12
673,Argentina,GK,CA River Plate (ARG),12,01.01.1990,MAALOUL Ali,12
674,Argentina,GK,CA River Plate (ARG),12,06.06.1994,MVOGO Yvon,12
675,Argentina,GK,CA River Plate (ARG),12,28.01.1990,JOHNSSON Karl-Johan,12
676,Argentina,GK,CA River Plate (ARG),12,14.12.1995,ODRIOZOLA Alvaro,12
677,Argentina,GK,CA River Plate (ARG),12,31.10.1995,RAJKOVIC Predrag,12
678,Argentina,GK,CA River Plate (ARG),12,05.03.1993,SABALY Youssouf,12
679,Argentina,GK,CA River Plate (ARG),12,22.09.1994,MOHAMED KANNO,12
680,Argentina,GK,CA River Plate (ARG),12,13.11.1991,LUNEV Andrei,12
681,Argentina,GK,CA River Plate (ARG),12,01.10.1990,ANTHONY LOPES,12
682,Argentina,GK,CA River Plate (ARG),12,06.07.1987,BIALKOWSKI Bartosz,12
683,Argentina,GK,CA River Plate (ARG),12,27.09.1991,CACEDA Carlos,12
684,Argentina,GK,CA River Plate (ARG),12,14.08.1985,CALDERON Jose,12
685,Argentina,GK,CA River Plate (ARG),12,12.03.1993,SHEHU Abdullahi,12
686,Argentina,GK,CA River Plate (ARG),12,10.05.1989,EL KAJOUI Monir,12
687,Argentina,GK,CA River Plate (ARG),12,18.09.1982,TALAVERA Alfredo,12
688,Argentina,GK,CA River Plate (ARG),12,25.02.1990,KIM Minwoo,12
689,Argentina,GK,CA River Plate (ARG),12,12.05.1986,HIGASHIGUCHI Masaaki,12
690,Argentina,GK,CA River Plate (ARG),12,18.05.1989,MAZAHERI Rashid,12
691,Argentina,GK,CA River Plate (ARG),12,19.01.1995,SCHRAM Frederik,12
692,Argentina,GK,CA River Plate (ARG),12,08.07.1990,TRAPP Kevin,12
693,Argentina,GK,CA River Plate (ARG),12,03.08.1994,TOLISSO Corentin,12
694,Argentina,GK,CA River Plate (ARG),12,19.09.1990,TRIPPIER Kieran,12
695,Argentina,GK,CA River Plate (ARG),12,09.04.1991,AYMAN ASHRAF,12
696,Argentina,GK,CA River Plate (ARG),12,06.10.1997,DOLBERG Kasper,12
697,Argentina,GK,CA River Plate (ARG),12,03.04.1990,KALINIC Lovre,12
698,Argentina,GK,CA River Plate (ARG),12,26.06.1992,CAMPBELL Joel,12
699,Argentina,GK,CA River Plate (ARG),12,09.03.1989,VARGAS Camilo,12
700,Argentina,GK,CA River Plate (ARG),12,12.05.1988,MARCELO,12
701,Argentina,GK,CA River Plate (ARG),12,06.03.1988,MIGNOLET Simon,12
702,Argentina,GK,CA River Plate (ARG),12,19.03.1982,JONES Brad,12
703,Argentina,GK,CA River Plate (ARG),12,16.10.1986,ARMANI Franco,12
704,Argentina,GK,Tigres UANL (MEX),1,16.06.1986,MUSLERA Fernando,1
705,Argentina,GK,Tigres UANL (MEX),1,01.07.1989,BEN MUSTAPHA Farouk,1
706,Argentina,GK,Tigres UANL (MEX),1,17.12.1988,SOMMER Yann,1
707,Argentina,GK,Tigres UANL (MEX),1,08.01.1990,OLSEN Robin,1
708,Argentina,GK,Tigres UANL (MEX),1,07.11.1990,DE GEA David,1
709,Argentina,GK,Tigres UANL (MEX),1,28.07.1983,STOJKOVIC Vladimir,1
710,Argentina,GK,Tigres UANL (MEX),1,30.03.1992,DIALLO Abdoulaye,1
711,Argentina,GK,Tigres UANL (MEX),1,23.01.1987,ABDULLAH ALMUAIOUF,1
712,Argentina,GK,Tigres UANL (MEX),1,08.04.1986,AKINFEEV Igor,1
713,Argentina,GK,Tigres UANL (MEX),1,15.02.1988,RUI PATRICIO,1
714,Argentina,GK,Tigres UANL (MEX),1,18.04.1990,SZCZESNY Wojciech,1
715,Argentina,GK,Tigres UANL (MEX),1,23.02.1990,GALLESE Pedro,1
716,Argentina,GK,Tigres UANL (MEX),1,26.09.1981,PENEDO Jaime,1
717,Argentina,GK,Tigres UANL (MEX),1,16.10.1988,EZENWA Ikechukwu,1
718,Argentina,GK,Tigres UANL (MEX),1,05.04.1991,BOUNOU Yassine,1
719,Argentina,GK,Tigres UANL (MEX),1,26.01.1981,CORONA Jose,1
720,Argentina,GK,Tigres UANL (MEX),1,30.09.1990,KIM Seunggyu,1
721,Argentina,GK,Tigres UANL (MEX),1,20.03.1983,KAWASHIMA Eiji,1
722,Argentina,GK,Tigres UANL (MEX),1,21.09.1992,BEIRANVAND Ali,1
723,Argentina,GK,Tigres UANL (MEX),1,27.04.1984,HALLDORSSON Hannes,1
724,Argentina,GK,Tigres UANL (MEX),1,27.03.1986,NEUER Manuel,1
725,Argentina,GK,Tigres UANL (MEX),1,26.12.1986,LLORIS Hugo,1
726,Argentina,GK,Tigres UANL (MEX),1,07.03.1994,PICKFORD Jordan,1
727,Argentina,GK,Tigres UANL (MEX),1,15.01.1973,ESSAM EL HADARY,1
728,Argentina,GK,Tigres UANL (MEX),1,05.11.1986,SCHMEICHEL Kasper,1
729,Argentina,GK,Tigres UANL (MEX),1,09.01.1995,LIVAKOVIC Dominik,1
730,Argentina,GK,Tigres UANL (MEX),1,15.12.1986,NAVAS Keylor,1
731,Argentina,GK,Tigres UANL (MEX),1,31.08.1988,OSPINA David,1
732,Argentina,GK,Tigres UANL (MEX),1,02.10.1992,ALISSON,1
733,Argentina,GK,Tigres UANL (MEX),1,11.05.1992,COURTOIS Thibaut,1
734,Argentina,GK,Tigres UANL (MEX),1,08.04.1992,RYAN Mathew,1
735,Argentina,GK,Tigres UANL (MEX),1,10.02.1986,GUZMAN Nahuel,1
